CSC, 1933608, 1
CSC, 1966175, 6
CSC, 1988401, 15
CSC, 1988659, 5
CSC, 1988753, 2
CSC, 1989113, 3
CSC, 1989255, 2
CSC, 2333325, 1
CSC, 2912357, 8
CSC, 2912740, 1
CSC, 2912745, 2
CSC, 2934880, 1
CSC, 2944852, 21
CSC, 2944889, 4
CSC, 2967195, 0
CSC, 2977722, 2
CSC, 2993444, 1
CSC, 2993483, 1
CSC, 3851337, 2
CSC, 5583919, 1
CSC, 7023930, 1
CSC, 7024034, 6
CSC, 7038569, 9
CSC, 7038571, 4
CSC, 7045585, 4
CSC, 7070762, 1
CSC, 7131269, 1
CSC, 7131911, 2
CSC, 7185907, 2
CSC, 7197803, 1
CSC, 7201604, 2
CSC, 7241998, 1
CSC, 7242219, 7
CSC, 7266418, 7
CSC, 7279531, 1
CSC, 7289916, 23
CSC, 1060009638, 7
CSC, 1060013731, 3
CSC, 1060015723, 2
CSC, 1060017415, 1
CSC, 1060020390, 3
CSC, 1060023339, 2
CSC, 1060026514, 22
CSC, 1060026699, 2
CSC, 1060027349, 2
CSC, 1060028296, 1
CSC, 1060029499, 2
CSC, 1060040181, 1
CSC, 1060041723, 2
CSC, 1060041755, 14
CSC, 1060041769, 12
CSC, 1060041862, 2
CSC, 1060042501, 30
CSC, 1060043083, 2
CSC, 1060043348, 21
CSC, 1060043433, 2
CSC, 1060044814, 2
CSC, 1060047381, 3
CSC, 1060050272, 1
CSC, 1060050660, 1
CSC, 1060052787, 1
CSC, 1060053122, 3
CSC, 1060053952, 2
CSC, 1060059265, 4
CSC, 1060059398, 5
CSC, 1060059412, 16
CSC, 1060068975, 3
CSC, 1060069942, 1
CSC, 1060075483, 6
CSC, 1060077524, 53
CSC, 1060077688, 3
CSC, 1060084283, 29
CSC, 1060085883, 8
CSC, 1060092144, 8
CSC, 1060099445, 42
CSC, 1060099782, 2
CSC, 1060120261, 3
CSC, 1060121817, 7
CSC, 1060126020, 4
CSC, 1060127417, 2
CSC, 1060130314, 18
CSC, 1070010650, 16
CSC, 1070011442, 19
CSC, 1070020743, 3
CSC, 1070022528, 6
CSC, 1070023116, 47
CSC, 1070030088, 29
CSC, 1070031044, 3
CSC, 1070041413, 11
CSC, 1070050411, 29
CSC, 1070052506, 43
CSC, 3010104769, 9
CSC, 3010111406, 12
CSC, 3010112872, 9
USA, 1933608, 7
USA, 1966175, 9
USA, 1988401, 22
USA, 1988659, 60
USA, 1988753, 35
USA, 1989113, 77
USA, 1989255, 13
USA, 2333325, 8
USA, 2912357, 66
USA, 2912740, 12
USA, 2912745, 24
USA, 2934880, 8
USA, 2944852, 45
USA, 2944889, 40
USA, 2967195, 5
USA, 2977722, 10
USA, 2993444, 13
USA, 2993483, 9
USA, 3851337, 75
USA, 5583919, 12
USA, 7023930, 7
USA, 7024034, 7
USA, 7038569, 9
USA, 7038571, 53
USA, 7045585, 8
USA, 7070762, 21
USA, 7131269, 16
USA, 7131911, 64
USA, 7185907, 20
USA, 7197803, 8
USA, 7201604, 20
USA, 7241998, 10
USA, 7242219, 63
USA, 7266418, 58
USA, 7279531, 10
USA, 7289916, 10
USA, 1060009638, 8
USA, 1060013731, 25
USA, 1060015723, 27
USA, 1060017415, 6
USA, 1060020390, 35
USA, 1060023339, 12
USA, 1060026514, 14
USA, 1060026699, 28
USA, 1060027349, 41
USA, 1060028296, 20
USA, 1060029499, 44
USA, 1060040181, 21
USA, 1060041723, 13
USA, 1060041755, 11
USA, 1060041769, 38
USA, 1060041862, 17
USA, 1060042501, 28
USA, 1060043083, 43
USA, 1060043348, 12
USA, 1060043433, 11
USA, 1060044814, 29
USA, 1060047381, 43
USA, 1060050272, 9
USA, 1060050660, 18
USA, 1060052787, 5
USA, 1060053122, 14
USA, 1060053952, 24
USA, 1060059265, 40
USA, 1060059398, 50
USA, 1060059412, 84
USA, 1060068975, 17
USA, 1060069942, 17
USA, 1060075483, 39
USA, 1060077524, 71
USA, 1060077688, 75
USA, 1060084283, 19
USA, 1060085883, 45
USA, 1060092144, 10
USA, 1060099445, 110
USA, 1060099782, 20
USA, 1060120261, 23
USA, 1060121817, 17
USA, 1060126020, 71
USA, 1060127417, 14
USA, 1060130314, 30
USA, 1070010650, 49
USA, 1070011442, 13
USA, 1070020743, 20
USA, 1070022528, 12
USA, 1070023116, 58
USA, 1070030088, 45
USA, 1070031044, 41
USA, 1070041413, 12
USA, 1070050411, 22
USA, 1070052506, 49
USA, 3010104769, 38
USA, 3010111406, 16
USA, 3010112872, 13
Singapore, 1933608, 3
Singapore, 1966175, 1
Singapore, 1988401, 7
Singapore, 1988659, 3
Singapore, 1988753, 11
Singapore, 1989113, 46
Singapore, 1989255, 1
Singapore, 2333325, 5
Singapore, 2912357, 20
Singapore, 2912740, 3
Singapore, 2912745, 16
Singapore, 2934880, 3
Singapore, 2944852, 12
Singapore, 2944889, 10
Singapore, 2967195, 2
Singapore, 2977722, 3
Singapore, 2993444, 3
Singapore, 2993483, 8
Singapore, 3851337, 8
Singapore, 5583919, 2
Singapore, 7023930, 3
Singapore, 7024034, 5
Singapore, 7038569, 5
Singapore, 7038571, 3
Singapore, 7045585, 2
Singapore, 7070762, 4
Singapore, 7131269, 3
Singapore, 7131911, 9
Singapore, 7185907, 10
Singapore, 7197803, 5
Singapore, 7201604, 6
Singapore, 7241998, 2
Singapore, 7242219, 13
Singapore, 7266418, 10
Singapore, 7279531, 1
Singapore, 7289916, 24
Singapore, 1060009638, 2
Singapore, 1060013731, 6
Singapore, 1060015723, 8
Singapore, 1060017415, 5
Singapore, 1060020390, 2
Singapore, 1060023339, 8
Singapore, 1060026514, 5
Singapore, 1060026699, 5
Singapore, 1060027349, 9
Singapore, 1060028296, 6
Singapore, 1060029499, 3
Singapore, 1060040181, 3
Singapore, 1060041723, 2
Singapore, 1060041755, 2
Singapore, 1060041769, 5
Singapore, 1060041862, 4
Singapore, 1060042501, 20
Singapore, 1060043083, 10
Singapore, 1060043348, 6
Singapore, 1060043433, 2
Singapore, 1060044814, 4
Singapore, 1060047381, 4
